Unnamed: 0,Email Text,Email Type
1289,"
marketingontarget.com has teamed up 
                  with foundmoney to help you locate and claim your lost cash.
                  the amount on that check, or more, literally be yours for 
                  the claiming. 
                  â  this is not a contest or a promotion. foundmoney is a search service dedicated to putting 
                  unclaimed money together with its rightful 
                owners.
there are 31 
                  million north american people eligible right now to claim unknown 
                  cash windfalls. the search is fast, easy and gauranteedâ over  billion is 
                  sitting in our database alone, which contains bank and government accounts, wills and estates, insurance settlements etc.since 1994, our web site 
                  has reunited millions upon millions of dollars with thousands 
                  of rightful owners -- who didn't even knowâ  they 
                  had money waiting for them.â 
click here 
                  now or on the link below to find out -- in seconds -- if there 
                  is money waiting to be claimed in your family name or that of 
                  somebody you know. the initial search is 
free.
you have nothing 
                  to lose ....â try 
                  foundmoney todayâ 
click here now!
sincerely,linkgift.com
                  â 
â 
you received this email because you signed up at one of linkgift.com's websites or you signed up with a party that has contracted with linkgift.com. to unsubscribe from our email newsletter, please visit http://opt-out.linkgift.net/?e=jm@netnoteinc.com. 
",Phishing Email
1290,empty,Phishing Email
1291,"total return swap hi , vince , please see attached the updated total return swap deals . all the best ! li",Safe Email
1292,"re : cross - guarantees attached are the latest drafts of 3 of the cross - guarantee agreements . i have the other nine as well , in case you need them . the agreements are basically identical with one exception . the debt to enron in raptor 3 ( approx . $ 259 mm ) is excluded from the guarantees . you may also note that this debt is not represented on the dprs which i sent earlier . this is because the formation of raptor 3 was a failed fas 125 transaction , therefore we did not get sale treatment and can ' t recognize the debt in looking at credit capacity . let me know if you have questions or if you need the other nine guarantees . thanks , ron - - - - - forwarded by ron baker / corp / enron on 01 / 03 / 2001 09 : 40 am - - - - - "" kornreich , craig "" 12 / 18 / 2000 04 : 55 pm to : "" curry , alicia "" , "" mintz , jordan ( enron ) "" , "" ' joel . ephross @ enron . com ' "" cc : "" ' kevin . d . jordan @ enron . com ' "" , "" ' george . mckean @ enron . com ' "" , "" ' ryan . siurek @ enron . com ' "" , "" patel trushar ( enron ) "" , "" tiller , annmarie ( enron ) "" , "" ' brent . vasconcellos @ enron . com ' "" , "" ' ron . baker @ enron . com ' "" , "" ' clint . walden @ enron . com ' "" , "" ' alan . quaintance @ enron . com ' "" , "" spradling , mark "" , "" halbert , elaine "" subject : re : cross - guarantees attached please find drafts of the 3 remaining raptor guaranty agreements ( i . e . , those where pronghorn is the beneficiary ) . regards , craig s . kornreich vinson & elkins l . l . p . 2300 first city tower 1001 fannin street houston , tx 77002 ph ( 713 ) 758 - 4816 fax ( 713 ) 615 - 5862 e - mail : ckornreich @ velaw . com + + + + + + confidentiality notice + + + + + the information in this email may be confidential and / or privileged . this email is intended to be reviewed by only the individual or organization named above . if you are not the intended recipient or an authorized representative of the intended recipient , you are hereby notified that any review , dissemination or copying of this email and its attachments , if any , or the information contained herein is prohibited . if you have received this email in error , please immediately notify the sender by return email and delete this email from your system . thank you - talon ( i ) ifo pronghorn ( iii ) cross - guarantee . doc - timberwolf ( ii ) ifo pronghorn ( iii ) cross - guarantee ( v . 2 ) . doc - bobcat ( iv ) ifo pronghorn ( iii ) cross - guarantee . doc",Safe Email
1293,"california update 1 / 22 / 01 executive summary discussions continue today over bill ablx , focus will be on price and term . new legislation introduced today whereby the state will try to save the utilities from bankruptcy by taking ownership of utilities ' hydro assets in exchange for rate increases . wednesday , state receives bids from auction , rate ranges are expected to be between 5 . 5 and 8 . 0 cents per kilowatt hour . mid week , audit findings will be released ; audit expected to show pg & e ' s utility subsidiary handed over $ 5 b to the holding company . the holding company used $ 4 . 4 b to pay shareholder dividends and buyback stock . state commissioned study to see who would benefit more in a possible bankruptcy scenario . bankruptcy still very possible for both companies . davis concerned about possible ballot issues and how those may effect futue solutions or "" bail out "" . legislation there will be continued discussion regarding bill ablx in the senate today . the discussion will focus on the rate cap of 5 . 5 cents per kilowatt hour as well as the term . assemblyman keeley , the author , indicated that he believed 5 . 5 cents was "" a fantasy "" and impossible to obtain . today , assembly speaker bob hertzberg , d - sherman oaks and assemblyman fred keeley , d - boulder creek will introduce legislation whereby the state would temporary or permanently take both pg & e and edision ' s hydroelectric facilities or transmission lines ( or both ) in exchange for keeping the utilities out of bankruptcy . the state would allow pg & e and edison to impose rate increases , however , the rates would not rise beyond the hikes approved earlier this month by the cpuc as an emergency surcharge . the money collected from consumers would go toward paying off their current debt and the state would then enter into long - term contracts with power generators . under the bill , the state of california would control 10 % of all california ' s electricity . as you can imagine , this legislation has not received unanimous praise . according to recent corporate filings , pg & e ' s hydroelectric plants alone would be valued between $ 3 and $ 5 billion . this amount just happens to be what davis estimates to be the final amount of money the state will have to guarantee once the audit of the utility companies is released and the political pressure is escalated on the parent companies to absorb some of the $ 12 billion in debt . davis is telling people that he thinks the audit will show the state should help with about $ 4 billion in debt , while the utilities , of course , say the full $ 12 billion should be covered . on wednesday , state officials will see the results of sealed bids from energy suppliers for long term contracts and see how close to reality their effort to keep utility rates unchanged for consumers will come . davis insists there are already several bids for his 5 . 5 cents per kilowatt hour ceiling , though few agree with his opinion . a handful of smaller , independent electricity providers with about a 30 % share of california power market , indicated sunday night they would come down to "" less than eight cents "" or less than half of what they currently charge , in return for the stability of long term contracts . because consumers pay about 6 . 5 cents per kilowatt hour for electricity under current puc rules , any hope california has to "" work off "" the back debts for these utilities lies in hitting something very close to davis ' price cap , without falling back on higher prices for consumers . the level of bids will be particularly important since bond rating agencies moved to put the state of california on a credit watch on friday , worried that there was no obvious long - term repayment plan for the billions of dollars they are on the hook for spending to keep the lights on in the state . utility ' s audit by the middle of this week , california auditors will release their findings about how much money pg & e and socal edison actually owe to institutions outside their own holding company structure . this will define the limits of what the state will guarantee , if they guarantee any of the debt . the truly explosive part of the audit may be its findings that the two companies used billions of dollars from consumers to buy back their own stock in recent years . a source with knowledge of the audits said the audit is expected to show that in the last three years , pg & e ' s utility subsidiary handed over about $ 5 billion to the holding company . of that total , the holding company used $ 4 . 4 billion to pay shareholder dividends and buyback shares of its stock . another finding from the audit shows that state helped caused the current power crisis when regulators , at the time of deregulation ( under the direction of former r - gov . pete wilson ) , forced the two utilities to sell at least half of their power - generating plants . auditors are expected to say that if the utilities still owned all these plants , electricity would cost only 7 cents a kilowatt hour , compared with over 30 cents an hour on average in december and january . bankruptcy the threat of bankruptcy is still very real for both utilities . senior advisors said that these utilities were on the path often followed by utility companies that ended in bankruptcy . as all the parties involved hunker down for another intensely political week , they all remain determined to avoid bankruptcy , but to push this as close to the brink as possible in the hopes of squeezing out an advantage . under such conditions , the risks of one or more of the players fumbling and triggering the great unknowable outcome of bankruptcy , is still quite high . california ' s political leaders order a series of independent analyses to determine who would suffer most in a case of bankruptcy , the state or the two utilities . the short answer was that no one has any idea . below are the findings of the report and some of the possible scenarios that would face a bankruptcy judge : 1 ) would the companies be eligible for chapter 11 style temporary bankruptcy ? some of the advisors thought that pg & e and edison ' s finances were so bad that chapter 11 style temporary bankruptcy may not even be an option . advisors said that a bankruptcy judge might take a good look at the corporate debt load and decide that reorganization would do no good and order the companies into full liquidation . this would most certainly be guaranteed chaos . 2 ) could the bankruptcy court actually force the puc to raise the price of electricity to consumers ? the legal basis for passing on rate increases to consumers is a lot less solid than originally thought , particularly if there is widespread public outrage directed at the electricity companies . and there is still the question of the unilateral power of a bankruptcy judge . 3 ) if the bankruptcy judge takes his job of protecting corporate assets seriously and finds that pg & e and edison cannot afford to buy electricity , he could order them to stop buying it and thus lead to massive power outages . 4 ) if the utilities go into bankruptcy , the first creditors in line would be the lenders and bondholders with collateral pledges . the state could become almost the last creditor in line as it is just another electricity supplier ( one of the reasons why suppliers won ' t sell electricity on credit to these companies now ) . 5 ) if the two companies went bankrupt , it would be the largest bankruptcies in history , straining just about everyone involved in the process . 6 ) the corporate approval allowing the parent company to segregate assets from the utility by the ferc for pg & e and already in place for edison may be far less effective than the utilities or the ratings agencies currently think . this is particularly true if this week ' s audit shows the two corporations transferring billions of dollars in the last few years into stock buybacks and shareholder dividend payments . davis opinion polls show that governor gray davis is getting high marks for his job , and the utilities are increasingly viewed as the culprits . one of davis concern ' s is , according to a senior official in the governor ' s office , that a deal is carved out that triggers a popular ballot initiative which is so anti - utility and anti - business that it cripples future growth in the state . according to a senior official , "" no one thought howard jarvis and his property tax initiative would succeed in destroying our education system , but he did , with one just ballot line and a lot of popular revulsion . the threat of direct , popular action is at least as large now as then . "" consumer advocate harvey rosenfield is already threatening to draw up a ballot initiative at the first sign that individual electricity consumers are being asked to help the utility companies repay their debt through higher rate - payer bills . this official goes on to say , "" the anger at utility companies is so high here , that almost anything rosenfield could think of would pass and we couldn ' t do anything about it . "" this threat has begun to complicate the one escape route on the debt front that had always appeared wide open to political leaders - - floating a bond issue or a guarantee for the money owed to institutions outside the corporate holding structure , and then letting the companies work that off with profits over the next several years .",Safe Email
1294,empty,Phishing Email
1295,"on wed, jul 31, 2002 at 10:37:31am -0600, marty halvorson wrote:
> a forest service official has stated flat out that the tree lovers need to 
> understand their responsibility in contributing to the number of 
> uncontrollable (i.e., crown fires caused by very dense tree stands and 
> under growth) fires by their suits to stop any tree removal from the 
> forests managed by the forest service.boy, that is rather strange. i've always been under the impression that
the uncontrollable forest fires were the result of the forest service's
long-standing ""10:00 a.m. policy"", in place until the decision in 1963 to
switch over to ""let-it-burn"".the 10:00 a.m. policy was based on theories about forest management from
europe, and wasn't as applicable to the american wilds. so, we went from a
policy of containment for 100 years to one of letting things burn unless they
directly threatened property.40 years after the end of the containment policy there is still a lot of stuff
left to burn. i can't imagine that artificially planted replacement
forests, with dense stands of identical trees, help that much either. i would be comfortable laying the fault for these contributing factors
squarely with the forest service. i would put the blame for many burned homes
upon the people who chose to build their dwelling with an unwise combination of
materials, location, and landscaping.-- 
njl
http://xent.com/mailman/listinfo/fork
",Safe Email
1296,"economy is finally getting better hi , i am just doing a follow - up email concerning the conversation you had last week with jesus regarding your mortgage . as they mentioned over the phone , we have several firms interested in working with you to get you the bst rte for your mortgage . the process is simple . simply submit your information , which we then send to several competing firms . thereafter , they will respond back to you with the best possible rate available in the market . they can have you approved in several hours no matter what your credit score . this means that you can get approved even with bad cr?dit ! to initiate the process , you can apply here if i can be of any further assistance , please let me know , thank you once again for your time . best regards , marina bradshawsenior loan officer _ word . lenient , freeport hickman , clairvoyant . calcify . conjugacy , guzzle free , back . astute . avuncular , factory irrelevancy , deploy . cannon . gibe 9 , hay 9 josephson , jeremiah . masculine . anguish , imprimatur bled , complainant . ancestral . betrayer , careful drama , procyon . appleby . fractionate , antietam monadic , road . calvin . dowager , astm copra , begun . climatology . revise , obstinate rotunda , calcutta . bromide . sheik , dredge despondent , lobo . haiku . buzzing , pareto 7 cyclops , governor . maldistribute . bulwark , keddah frazier , irremovable . aboard . erroneous , peck arab , parakeet . recline . coralline , fusible graywacke , admiration . mendelevium . pad , ashmen couple , ideologue . crappie . float , diffuse christen , ellis . barfly . adoptive , hannah reversal , pitchstone . counselor . compartment , corpsman genevieve , mutant . browne . angola , gu hoarfrost , silkworm . prune . inoffensive , incompatible eratosthenes , iowa . ban . hysteresis , polyphemus henceforth , duly . ezra . floridian , igneous gully , determine . excisable . embellish , augur denigrate , decompose . languish . sian , bread breach , motorola . selectric . marlin , conestoga gerber , reserpine . horseflesh . cocaine , alma",Phishing Email
1297,"new book : van de vijver : the iambic issue . ruben van de vijver , the iambic issue . iambs as a result of constraint interaction in iambic languages stress on both the first and on the last syllable is avoided ; iambs are not assigned from right to left ; the prototypical iambic foot does not play a role in prosodic morphology . building on optimality theory , van de vijver argues that iambic feet are the result of constraint interaction rather than being building blocks of metrical theory . van de vijver presents detailed analyses of the stress patterns of several carib and yupik languages and shows that the rightheaded feet found on the surface in these languages are the result of the interaction between a constraint which favors leftheaded feet and a constraint which bars both the initial and the final syllable from being stressed . he argues further that iambs can only arise at the left edge of the word and analyzes the stress patterns of several lan - guages which are claimed to have iambs arising at the right edge of the word . one of the conclusions is that the prototypical iamb is never used as a building block in prosodic morphology . contents : 1 . introduction 2 . stress in cariban languages 3 . yupik prosody 4 . only the trochee : stress from right to left 5 . feet in prosodic morphology 6 . summary and conclusions 1998 . 271pp . isbn 90-5569 - 040 - 6 . paperback . [ hil dissertations 37 . vrije universiteit amsterdam . ] price for individuals ordering directly from hag : nlg 40 ( excl . p&p and vat ) . holland academic graphics , the hague < http : / / www . hag . nl > rint sybesma holland academic graphics po box 53292 2505 ag the hague the netherlands fax : + 31 70 448 0177",Safe Email
1298,mexican pharmacy eg would you like cheap perscriptions ? http : / / www . jefh . com /,Phishing Email
1299,"we guarantee you signups before you ever pay
a penny!  we will show you the green before you
ever take out your wallet.  sign up for free and 
test drive our system.  no obligation whatsoever.  
no time limit on the test drive. our system is so 
powerful that the system enrolled over 400 people 
into my downline the first week.to get signed up for free and take a test drive use the link:
mailto:workinathome@btamail.net.cn?subject=more_moss3_info_please
be sure to request info if the subject line does not! the national attention drawn by this program 
will drive this program with incredible momentum! 
don't wait, if you wait, the next 400 people will 
be above you.take your free test drive and have the next 400  
below you!mailto:workinathome@btamail.net.cn?subject=more_moss3_info_please
be sure to request info if the subject line does not! all the best,daniel
financially independent home business owner______________________________________________________
to be excluded from future notices:
mailto:guaranteed4u@btamail.net.cn?subject=exclude  ",Phishing Email
1300,"translation john benjamins publishing would like to call your attention to the following new title in the field of translation : a practical guide to software localization bert esselink 1998 . 280 pp . languages in world directories , 3 us / canada : pb : 1 55619 743 8 price : usd 24 . 95 cloth : 1 55619 742 x price : usd 63 . 00 rest of the world : pb : 90 272 1954 0 nlg 50 . 00 cloth : 90 272 1953 2 nlg 126 . 00 with chapters on translating software , translating on-line help and documentation translation memory tools , project management and terminology management , a practical guide to software localization covers many of the areas localizers must work in . much attention is paid to the daily tasks and responsibilities of project managers , localization engineers and most importantly - translators all facing the localization . the examples in the reference a typical localization project translating from english into french , italian , german and spanish but the material is applicable to most language instances . the platforms discussed are microsoft windows and apples macos . the book does not cover such topics as internationalization , double-byte localization , multimedia localization and other operating systems such os / 2 and unix . still the book will fill a felt need for many . website support will provide regular updates . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - bernadette martinez - keck tel : ( 215 ) 836-1200 publicity / marketing fax : ( 215 ) 836-1204 john benjamins north america e-mail : bernie @ benjamins . com po box 27519 philadelphia pa 19118-0519 check out the john benjamins web site : http : / / www . benjamins . com",Safe Email
1301,"lang classification grimes , joseph e . and barbara f . grimes ; ethnologue language family index ; pb . isbn : 0-88312 - 708 - 3 ; vi , 116 pp . ; $ 14 . 00 . summer institute of linguistics . this companion volume to ethnologue : languages of the world , twelfth edition lists language families of the world with sub-groups shown in a tree arrangement under the broadest classification of language family . the language family index facilitates locating language names in the ethnologue , making the data there more accessible . internet : academic . books @ sil . org languages , reference lang & culture gregerson , marilyn ; ritual , belief , and kinship in sulawesi ; pb . : isbn : 0-88312 - 621 - 4 ; ix , 194 pp . ; $ 25 . 00 . summer institute of linguistics . seven articles discuss five language groups in sulawesi , indonesia ; the primary focus is on cultural matters , with some linguistic content . topics include traditional religion and beliefs , certain ceremonies , and kinship . internet : academic . books @ sil . org language and society , indonesia computers & ling weber , david j . , stephen r . mcconnel , diana d . weber , and beth j . bryson ; primer : a tool for developing early reading materials ; pb . : isbn : 0-88313 - 678 - 8 ; xvi , 266 pp . + ms-dos software ; $ 26 . 00 . summer institute of linguistics . the authors present a computer program and instructions for developing reading materials in languages with little or no background in literacy . the book is structured as a how-to manual with step by step procedures to establish an appropriate primer sequence and to organize words , phrases , and sentences that correlate with the sequence . it presupposes a thorough knowledge of linguistics . internet : academic . books @ sil . org literacy , computer",Safe Email
1302,"tinydrive usb 2 . 0 mobile 2 . 2 gb storage drive @ $ 187 . 00 tinydrive 2 . 2 gb . 5 x 2 . 25 x 2 . 5 - inches ( h x w x d ) 2 . 2 gigabytesmobile storage driveusb 2 . 0 $ 187 . 00 "" lightweight and compact design "" visit : http : / / www . computron - me . com for deals ! tinydrive usb 2 . 0 mobile 2 . 2 gb storage drive the tinydrive mobile drive provides 2 . 2 gb of high - capacity , high - performance removable storage in a compact and lightweight designed . with a usb 2 . 0 interface and 6 . 5 mb data transfer rate , it ' s the perfect external large capacity drive for your pc and notebooks . plus , it ' s so small you can literally take it almost anywhere ! general features : - usb 2 . 0 interface ( backwards compatible ) - 2 . 2 gb storage drive - 6 . 5 mb sustained data transfer rate - usb bus powered - no external power or battery needed - lightweight and compact design your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . only limited quantities available on selected specials ! ! ! ! for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 3 , just follow this link : click the link , or copy and paste the address into your browser . please give it atleast 48 hours for unsubscription to be effective .",Phishing Email
1303,"undelivered mail returned to sender this is the scanmail program at host vc 8 . point . ne . jp . i ' m sorry to have to inform you that the message returned below could not be delivered to one or more destinations . for further assistance , please send mail to if you do so , please include this problem report . you can delete your own text from the message returned below . the scanmail program : host 210 . 188 . 175 . 89 [ 210 . 188 . 175 . 89 ] said : 550 invalid recipient : ( in reply to rcpt to command )",Phishing Email
1304,"now you can diversify the acts in your bedroom ! cialis drug information : an online resource on cialis , a new fda approved impotence drug we all have strength enough to endure the misfortunes of others . blessed are those who can give without remembering , and take without forgetting . doubt is not a pleasant condition , but certainty is absurd . this hath not offended the king .",Phishing Email
1305,"easy - tag board : : more options to fit your site thank you for your interest in easy - tag board . our goal is to provide you with the best software and support possible . we know you have a choice and appreciate the opportunity to assist with your online needs . we are confident that you will see the benefits of using the easy - tag board . highly customizable easy to configure fast , reliable , & secure server o / s independent cross - browser compatible more features text - decoration : none "" face = arial , helvetica , sans - serif > www . easy - tagboard . com you are receiving this email because you opted - in to our mailing list or someone you know referred you to us . we respect your right to privacy and your desire not to be bothered by unwanted emails . if you do not wish to receive any further newsletters , please click the link below to be permanently removed from out mailing list . to unsubscribe click ( here ) .",Phishing Email
